a,b,c,d,e,f,01-02,01-03,01-04,01-05,01-06,01-09,01-10,01-11,01-12,01-13,01-16,01-17,01-18,01-19,01-20,01-23,01-24,01-25,01-26,01-31,02-01,02-02,02-03,02-06,02-07,02-08,02-09,02-10,02-13,02-14,02-15,02-16,02-17,02-20,02-21,02-22,02-23,02-24,02-27,02-28,03-02,03-03,03-06,03-07,03-08,03-09,03-10,03-13,03-14,03-15,03-16,03-17,03-20,03-21,03-22,03-23,03-24,03-27,03-28,03-29,03-30,03-31,04-03,04-04,04-05,04-06,04-07,04-10,04-11,04-12,04-13,04-14,04-17,04-18,04-19,04-20,04-21,04-24,04-25,04-26,04-27,04-28,05-02,05-04,05-08,05-10,05-11,05-12,05-15,05-16,05-17,05-18,05-19,05-22,05-23,05-24,05-25,05-26,05-29,05-30,05-31,06-01,06-02,06-05,06-07,06-08,06-09,06-12,06-13,06-14,06-15,06-16,06-19,06-20,06-21,06-22,06-23,06-26,06-27,06-28,06-29,06-30,07-03,07-04,07-05,07-06,07-07,07-10,07-11,07-12,07-13,07-14,07-17,07-18,07-19,07-20,07-21,07-24,07-25,07-26,07-27,07-28,07-31,08-01,08-02,08-03,08-04,08-07,08-08,08-09,08-10,08-11,08-14,08-16,08-17,08-18,08-21,08-22,08-23,08-24,08-25,08-28,08-29,08-30,08-31,09-01,09-04,09-05,09-06,09-07,09-08,09-11,09-12,09-13,09-14,09-15,09-18,09-19,09-20,09-21,09-22,09-25,09-26,09-27,09-28,09-29,10-10,10-11,10-12,10-13,10-16,10-17,10-18,10-19,10-20,10-23,10-24,10-25,10-26,10-27,10-30,10-31,11-01,11-02,11-03,11-06,11-07,11-08,11-09,11-10,11-13,11-14,11-15,11-16,11-17,11-20,11-21,11-22,11-23,11-24,11-27,11-28,11-29,11-30,12-04,12-05,12-06,12-07,12-08,12-11,12-12,12-13,12-14,12-15,12-18,12-19,12-20,12-21,12-22,12-26,12-27,12-28,12-29,
소매,명태,광주,냉동(1마리),중품,2017,2495,2495,2495,2250,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2495,2495,2495,2745,2745,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2895,2895,2895,2895,2895,2895,2895,2895,2895,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2895,2895,2895,2645,2645,2645,2645,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2995,2995,2995,2995,2995,2995,2717
소매,명태,대구,냉동(1마리),중품,2017,2495,2495,2745,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2000,2000,2000,2495,2495,2495,2745,2745,2745,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2745,2745,2745,2745,2745,2745,2745,2745,2745,2495,2495,2495,2495,2495,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2000,2000,2000,2000,2000,2745,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2000,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2000,2000,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2000,2495,2495,2495,2495,2495,2495,2745,2745,2745,2745,2745,2495,2495,2495,2495,2495,2000,2495,2495,2495,2495,2000,2000,2000,2000,2000,2000,2000,2495,2495,2495,2495,2495,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2580
소매,명태,대전,냉동(1마리),중품,2017,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
소매,명태,부산,냉동(1마리),중품,2017,2495,2495,2745,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2745,2745,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2745,2745,2495,2495,2495,2495,2495,2495,2495,2495,2495,2663,2830,2830,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2830,2830,2830,2830,2830,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2745,2745,2745,2745,2745,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2745,2745,2745,2745,2745,2745,2688
소매,명태,서울,냉동(1마리),중품,2017,2248,2248,2248,2248,2248,2098,2098,2098,2098,2098,2098,1998,1998,1998,1998,1998,1998,1998,1998,1998,2123,2123,2248,2123,2123,2123,2123,2123,2123,2123,2088,2088,2088,2088,2088,2088,2088,2088,2188,2188,2188,2088,2088,2088,2088,2088,2088,2088,2088,2088,2186,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2088,2088,2088,2088,2088,2098,2098,2098,2198,2198,2198,2198,2198,2198,2198,2198,2198,2198,2098,2098,2098,2098,2098,2098,2098,2248,2248,2248,2248,2098,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,2248,2228,2228,2228,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2416,2416,2616,2416,2418,2418,2418,2418,2418,2418,2418,2418,2418,2418,2418,2418,2418,2418,2418,2418,2418,2228,2228,2568,2618,2618,2228,2228,2228,2228,2228,2228,2228,2202,2202,2202,2298,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2238,2238,2238,2238,2238,2238,2238,2423,2423,2423,2423,2423,2423,2423,2173,2173,2173,2088,2088,2088,2188,2298,2298,2298,2118,2118,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2173,2173,2173,2173,2173,2173,2173,2173,2173,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2514,2514,2215
소매,명태,울산,냉동(1마리),중품,2017,2745,2745,2995,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2995,2995,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2745,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2745,2745,2745,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2745,2745,2745,2745,2745,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2745,2745,2745,2745,2995,2995,2995,2995,2995,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2995,2995,2995,2995,2995,2995,2995,2900
소매,명태,인천,냉동(1마리),중품,2017,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
소매,명태,전남,냉동(1마리),중품,2017,2745,2745,2995,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2995,2995,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2995,2995,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2995,2995,2995,2995,2995,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2660,2660,2660,2660,2660,2660,2660,2660,2660,2660,2910,2910,2910,2910,2910,2910,2910,2889
소매,명태,전북,냉동(1마리),중품,2017,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
소매,명태,충북,냉동(1마리),중품,2017,2500,2500,2500,2500,2500,2500,2500,2500,2485,2485,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2580,2580,2580,2580,2580,2580,2580,2580,2500,2500,2500,2245,2245,2245,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2740,2740,2740,2740,2740,2740,2740,2740,2500,2500,2500,2500,2500,2500,2513
소매,물오징어,강원,냉동(1마리),중품,2017,2330,2330,2330,2530,2530,2530,2530,2530,2530,2530,2583,2583,2640,2707,2707,2707,2707,2763,2763,2763,2763,2763,2763,2817,2817,2817,2817,2817,2817,2817,2817,2817,2817,2817,2817,2817,2817,2817,2817,2817,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2825,2825,2825,2825,2825,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3325,3325,3325,3325,3325,3325,3075,2630,2630,2630,2630,2825,2825,3075,3075,3075,3325,3325,3325,3325,3225,3225,3225,3225,3225,3325,3325,3325,3325,3325,3325,3325,3410,3410,3410,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3210,3210,3210,3210,3210,3210,3160,3160,3160,3160,3160,3160,3160,3830,3330,3330,2960,2960,3330,3330,3330,2960,2960,2960,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3145,3145,3000,3000,3000,3000,3000,3000,3145,3145,3145,3145,2995,3160,3225,3225,3225,3225,3225,3075,3075,3075,3075,3225,3225,3225,3225,3225,3225,3225,3225,3225,3075,3075,3075,3075,3075,3075,3225,3225,3225,3225,3225,3225,3225,3225,3225,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3061
소매,물오징어,강원,생선(1마리),중품,2017,2940,2940,2940,2940,2940,2940,2940,2940,3050,3050,3160,3160,3160,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3990,3990,3990,3990,3990,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3590,3590,3590,3290,2790,2790,2790,2790,2790,2790,2790,2490,3245,2995,3045,3045,3045,3045,3030,3000,3000,3000,3145,3145,3145,3000,3000,3263,3263,3263,3250,3250,3250,3250,3330,3330,3330,3330,3705,3705,3660,3660,3660,3660,3660,3660,3660,3660,3660,3830,3830,3830,3830,3830,4580,4580,4580,4415,4493,4523,4440,4493,4495,4660,4660,4575,4603,4550,4660,4745,4660,4660,4660,4660,4660,4660,5000,5000,5375,5080,5080,4983,4983,4983,5080,5080,4717,4917,4717,4697,4163,4163,4163,4250,4373,4288,4288,4288,4123,4205,4205,4207,4273,4273,4273,4273,4327,4080,4080,3832
소매,물오징어,경기,냉동(1마리),중품,2017,2273,2273,2273,2473,2473,2687,2687,2687,2545,2545,2545,2545,2545,2725,2725,2725,2725,2725,2725,2807,2807,2807,2807,2807,2807,2807,2807,2920,2920,2895,2725,2703,2703,2817,2817,2817,2817,2817,3020,3020,3020,2895,2895,2895,2895,2895,2895,3260,3260,3260,3260,3260,3260,3260,3260,3160,3160,3160,3160,3160,3327,3327,3327,3327,3327,3327,3327,3327,3327,3327,2827,2827,2827,2827,2827,2827,2827,2827,2827,2880,2967,2967,2967,2967,2967,2967,2800,2720,2720,2777,2777,2907,2907,2907,2907,2907,3130,3130,2945,2945,2845,3063,3063,3233,3020,3120,3120,3120,3120,3120,2990,3120,2990,3370,3370,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,2590,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,3290,3290,2590,2590,2590,2590,2590,2590,1690,1690,1690,1690,1690,1790,1790,1790,1790,1790,1790,3290,3290,1790,1790,1790,1790,2990,2990,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,2990,2990,1790,1790,1790,3290,3290,1790,3290,3290,3290,3290,3290,3290,3290,3290,3290,2990,2990,2990,3290,3290,3290,3290,3290,3290,3290,3290,3290,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,2929
소매,물오징어,경기,생선(1마리),중품,2017,3200,3200,3047,3047,2770,3270,3270,3213,3213,3213,3367,3367,3367,3467,3467,3647,3533,3533,3740,3245,3590,3533,3040,3213,3047,3213,3327,3493,3493,3245,3245,3245,3647,3490,3490,3490,3490,3490,3490,3490,3490,3490,4195,4445,4445,4445,4445,3990,3990,3990,,,,3990,3990,3990,3990,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2990,3590,3590,3290,2790,2790,2790,2790,2790,2790,2790,2490,2490,2490,2490,2590,2590,2590,2590,2590,2590,2945,3295,3145,3145,3380,3380,3380,3413,3413,3475,3555,4080,4200,4200,4200,4200,4365,4365,4365,3635,4450,,,,,,,,,5200,5280,3660,6400,4480,4480,4963,5297,5130,4480,4797,4797,5450,5500,5500,4000,4313,4313,3993,3827,3827,4547,4547,4547,4380,5325,5950,5700,5700,5525,5525,5280,5313,5047,5047,5047,5247,5247,5047,5047,4580,4297,4297,4563,4563,4395,4395,4395,4020,4020,4020,4020,4020,4020,4380,4480,4380,4380,4380,4001
소매,물오징어,경남,냉동(1마리),중품,2017,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2390,2390,2390,2390,2390,2500,2500,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2500,2500,2500,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2995,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2390,2280,2280,2280,2280,2280,2280,2640,2640,2640,2640,2640,2640,2990,2990,2990,2990,3240,3240,3240,2690,2690,2690,2690,2690,3240,3240,3240,3240,3240,3000,3240,3240,3240,3240,3240,3240,3240,3190,3190,2490,3500,3500,3240,3500,3440,3440,3440,3440,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3490,3490,3490,3490,3490,3500,3500,3500,3500,3500,3040,3040,3040,3040,3040,3040,3040,3040,3040,3500,3500,3500,3500,3500,3140,3140,3500,3500,3500,3500,3500,3500,3500,3440,3500,3500,3500,3500,3500,3440,3440,3440,3440,3440,3500,3140,3140,3140,3140,3140,3140,3140,3140,3140,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3640,3240,3240,3240,3240,3240,3500,3640,3640,3640,3640,3500,3500,3640,3640,3500,3500,3500,3500,3500,3500,3500,3245,3245,3245,3245,3690,3690,3690,3690,3690,3690,3690,3690,3690,3690,3690,3690,3690,3690,3500,3500,3500,3500,3500,3500,3125
소매,물오징어,경남,생선(1마리),중품,2017,2740,2740,2740,2900,2990,3140,2950,2950,3140,2950,2950,3140,3140,3140,3140,3100,3100,3100,3240,3240,3240,3240,3240,3240,3240,3140,2990,2990,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3240,3240,3450,3450,3450,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3280,3280,3280,3280,,,,,,3980,3980,3980,,,3880,3980,3980,3980,3980,3980,3980,3980,3980,3980,,,,,,,,,,,,,,,,,,,,,,,,,3980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4980,4980,4980,4980,4980,4980,3274
소매,물오징어,경북,냉동(1마리),중품,2017,2540,2540,2540,2540,2540,2540,2540,2540,2540,2540,2540,2540,2540,2540,2540,2540,2540,2540,2540,2540,2427,2453,2453,2610,2520,2520,2753,2753,2753,2493,2537,2765,2500,2500,2440,2440,2440,2375,2375,2390,2390,2390,2390,2390,2390,2490,2490,2490,2490,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2850,2725,2725,2390,2577,2577,2577,2577,2977,2977,2560,2850,2725,2725,2725,2725,2725,2850,2750,2750,2725,2725,2500,2500,2460,2460,2460,2643,2903,3140,3140,3140,3140,3140,2855,2965,2965,2965,2965,3770,3770,3770,3375,3375,3375,3375,3375,3375,3175,3175,4160,4160,2580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2980,2780,2780,2990,2990,2990,3080,3080,3095,3095,3095,3200,3200,,,,,,,,,3140,3140,3140,3140,3140,3380,3380,3180,3180,3180,2980,3200,3200,3200,2980,3200,,,,,,,,,,,2980,2980,2980,2980,2990,,,,,,,,3200,2990,2990,2990,,,2960,2960,2960,2960,2960,3330,3330,3555,3615,3615,3615,3330,3330,3330,,,,,,,,3330,3330,,,2812
소매,물오징어,경북,생선(1마리),중품,2017,2880,2880,2880,2815,2815,2815,2815,2815,3090,3090,3090,3090,3090,3430,3430,3540,3540,3490,3350,3400,3400,,,3280,3280,3280,3430,3430,3430,3430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3080,3080,3080,3080,3080,3200,,,3080,3080,2980,3240,3240,2900,,,,,,3980,3980,3980,3980,3980,3880,3880,3540,3540,3540,3980,3980,4480,4490,4490,3980,3980,3980,3980,3980,,,,,,,,,,,,,3900,4440,4390,4390,4390,5580,5580,5580,5580,5340,5780,5780,5280,5280,5280,5280,5280,5580,5580,5580,5580,5580,5580,5580,5580,5680,5340,5193,5060,5340,5340,5340,5240,5240,5240,5240,5190,5190,4960,4960,4960,4733,4733,4993,4993,4927,4497,4497,4750,4750,4750,4600,4238
